_id,genres,image_url,imdb_id,imdb_link,movie_id,movie_title,original_language,overview,popularity,production_countries,release_date,runtime,spoken_languages,tmdb_id,tmdb_link,vote_average,vote_count,year_released
5fc877536758f69634b372ff,"[""Action"",""Science Fiction""]",film-poster/2/5/4/0/7/25407-godzilla-vs-megalon-0-230-0-345-crop,tt0070122,http://www.imdb.com/title/tt0070122/maindetails,godzilla-vs-megalon,Godzilla vs. Megalon,ja,"Inventor Goro Ibuki creates a humanoid robot named Jet Jaguar. It is soon seized by an undersea race of people called the Seatopians. Using Jet Jaguar as a guide, the Seatopians send Megalon as vengeance for the nuclear tests that have devastated their society.",8.442,"[""Japan""]",1973-03-17,82.0,"[""日本語""]",39264.0,https://www.themoviedb.org/movie/39264/,6.2,122.0,1973.0
5fc877536758f69634b37434,"[""Horror"",""Mystery""]",sm/upload/xw/xb/gx/5p/xEl8QQunHWUtf0dlKEbMXlfKSdr-0-230-0-345-crop,tt1262416,http://www.imdb.com/title/tt1262416/maindetails,scream-4,Scream 4,en,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.",34.792,"[""United States of America""]",2011-04-11,111.0,"[""English""]",41446.0,https://www.themoviedb.org/movie/41446/,6.3,2357.0,2011.0
5fc877536758f69634b3734f,"[""Comedy""]",film-poster/4/0/3/1/6/40316-bruno-0-230-0-345-crop,tt0889583,http://www.imdb.com/title/tt0889583/maindetails,bruno,Brüno,en,Flamboyantly gay Austrian television reporter Bruno stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality.,12.029,"[""United Kingdom"",""United States of America""]",2009-07-08,83.0,"[""Deutsch"",""Český"",""English""]",18480.0,https://www.themoviedb.org/movie/18480/,5.6,1293.0,2009.0
5fc877536758f69634b37415,"[""Fantasy"",""Comedy"",""Romance""]",sm/upload/2m/tm/wa/1s/ghosts-of-girlfriends-past-original-0-230-0-345-crop,tt0821640,http://www.imdb.com/title/tt0821640/maindetails,ghosts-of-girlfriends-past,Ghosts of Girlfriends Past,en,"When notorious womanizer Connor Mead attends his brother Paul's wedding, he is forced to re-evaluate his behavior as he comes face-to-face with the ghosts of girlfriends past, present, and future, along with his deceased uncle. The experience changes his attitude and allows him to reconnect with his first and only love, Jenny.",38.439,"[""United States of America""]",2009-05-01,115.0,"[""English""]",12556.0,https://www.themoviedb.org/movie/12556/,5.9,1866.0,2009.0
5fc877646758f69634b39f30,"[""Adventure"",""Action"",""Thriller""]",film-poster/5/1/4/4/3/51443-diamonds-are-forever-0-230-0-345-crop,tt0066995,http://www.imdb.com/title/tt0066995/maindetails,diamonds-are-forever,Diamonds Are Forever,en,Diamonds are stolen only to be sold again in the international market. James Bond infiltrates a smuggling mission to find out who's guilty. The mission takes him to Las Vegas where Bond meets his archenemy Blofeld.,19.773,"[""United Kingdom"",""United States of America""]",1971-12-13,120.0,"[""English"",""Deutsch""]",681.0,https://www.themoviedb.org/movie/681/,6.4,1464.0,1971.0
5fc877646758f69634b39e61,"[""Crime"",""Drama""]",sm/upload/6y/n3/uz/ap/aGvkSBCPY7ekfC2zbjy74hzQK0X-0-230-0-345-crop,tt0377091,http://www.imdb.com/title/tt0377091/maindetails,mean-creek,Mean Creek,en,"Teenagers living in small-town Oregon take a boat trip for a birthday celebration. When they get an idea to play a mean trick on the town bully, it suddenly goes too far. Soon they're forced to deal with the unexpected consequences of their actions.",9.423,"[""United States of America""]",2004-01-15,90.0,"[""English""]",12281.0,https://www.themoviedb.org/movie/12281/,6.9,269.0,2004.0
5fc877646758f69634b39eab,"[""Horror"",""Thriller""]",sm/upload/jd/9h/wf/v9/contracted-0-230-0-345-crop,tt2281159,http://www.imdb.com/title/tt2281159/maindetails,contracted,Contracted,en,A young woman contracts what she thinks is a sexually-transmitted disease - but is actually something much worse.,10.629,"[""United States of America""]",2013-07-07,84.0,"[""English""]",204349.0,https://www.themoviedb.org/movie/204349/,5.3,394.0,2013.0
5fc877646758f69634b3a079,"[""Science Fiction"",""Drama""]",film-poster/5/1/8/8/4/51884-k-pax-0-230-0-345-crop,tt0272152,http://www.imdb.com/title/tt0272152/maindetails,k-pax,K-PAX,en,"Prot is a patient at a mental hospital who claims to be from a far away planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",9.439,"[""Germany"",""United Kingdom"",""United States of America""]",2001-10-22,120.0,"[""English""]",167.0,https://www.themoviedb.org/movie/167/,7.2,1760.0,2001.0
5fc877646758f69634b39fb8,"[""Comedy"",""Romance""]",film-poster/4/6/3/6/0/46360-how-to-marry-a-millionaire-0-230-0-345-crop,tt0045891,http://www.imdb.com/title/tt0045891/maindetails,how-to-marry-a-millionaire,How to Marry a Millionaire,en,"Three women set out to find eligible millionaires to marry, but find true love in the process.",13.68,"[""United States of America""]",1953-10-29,95.0,"[""العربية"",""Français"",""Latin"",""English""]",10297.0,https://www.themoviedb.org/movie/10297/,6.9,362.0,1953.0
5fc877646758f69634b39e3f,"[""Drama"",""History"",""Crime""]",film-poster/3/6/6/5/3/0/366530-papillon-0-230-0-345-crop,tt5093026,http://www.imdb.com/title/tt5093026/maindetails,papillon-2017,Papillon,en,"Henri “Papillon” Charrière, a safecracker from the Parisian underworld, is wrongfully convicted and sentenced to life imprisonment in the penal colony of French Guiana, where he forges a strong friendship with Louis Dega, a counterfeiter who needs his protection.",13.48,"[""Czech Republic"",""Malta"",""Serbia"",""Spain"",""United States of America""]",2017-09-07,134.0,"[""Español"",""English""]",433498.0,https://www.themoviedb.org/movie/433498/,7.4,1375.0,2017.0
5fc877646758f69634b3a017,"[""Comedy"",""Crime"",""Horror"",""Fantasy""]",film-poster/1/7/1/0/8/2/171082-the-voices-0-230-0-345-crop,tt1567437,http://www.imdb.com/title/tt1567437/maindetails,the-voices,The Voices,en,"A mentally unhinged factory worker must decide whether to listen to his talking cat and become a killer, or follow his dog's advice to keep striving for normalcy.",13.963,"[""Germany"",""United States of America""]",2014-01-19,101.0,"[""English""]",244458.0,https://www.themoviedb.org/movie/244458/,6.3,1397.0,2014.0
5fc877646758f69634b39f08,"[""Family"",""Animation"",""Adventure"",""Comedy"",""Crime""]",film-poster/4/2/4/2/7/42427-lupin-the-third-the-castle-of-cagliostro-0-230-0-345-crop,tt0079833,http://www.imdb.com/title/tt0079833/maindetails,lupin-the-third-the-castle-of-cagliostro,Lupin the Third: The Castle of Cagliostro,ja,"After a successful robbery leaves famed thief Lupin the Third and his partner Jigen with nothing but a large amount of expertly crafted counterfeit bills, he decides to track down the forgers responsible—and steal any other treasures he may find in the Castle of Cagliostro, including the 'damsel in distress' he finds imprisoned there.",12.183,"[""Japan""]",1979-12-15,102.0,"[""日本語""]",15371.0,https://www.themoviedb.org/movie/15371/,7.5,707.0,1979.0
5fc877646758f69634b39e46,"[""Animation"",""Drama"",""Comedy""]",film-poster/4/6/9/4/0/46940-the-triplets-of-belleville-0-230-0-345-crop,tt0286244,http://www.imdb.com/title/tt0286244/maindetails,the-triplets-of-belleville,The Triplets of Belleville,fr,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters—an aged song-and-dance team from the days of Fred Astaire—to rescue him.",9.937,"[""Belgium"",""Canada"",""France"",""Latvia"",""United Kingdom""]",2003-06-11,80.0,"[""Français""]",9662.0,https://www.themoviedb.org/movie/9662/,7.4,675.0,2003.0
5fc877646758f69634b39fe1,"[""Drama"",""Romance""]",film-poster/4/2/2/1/8/1/422181-gloria-bell-0-230-0-345-crop,tt6902696,http://www.imdb.com/title/tt6902696/maindetails,gloria-bell,Gloria Bell,en,"Gloria is a free-spirited divorcée who spends her days at a straight-laced office job and her nights on the dance floor, joyfully letting loose at clubs around Los Angeles. After meeting Arnold on a night out, she finds herself thrust into an unexpected new romance, filled with both the joys of budding love and the complications of dating, identity, and family.",14.286,"[""Chile"",""United States of America""]",2019-03-07,102.0,"[""English""]",491473.0,https://www.themoviedb.org/movie/491473/,5.9,225.0,2018.0
5fc877646758f69634b39e9c,"[""Comedy"",""Family"",""Romance"",""Science Fiction""]",film-poster/4/0/4/2/3/40423-the-nutty-professor-0-230-0-345-crop,tt0057372,http://www.imdb.com/title/tt0057372/maindetails,the-nutty-professor,The Nutty Professor,en,"A timid, nearsighted chemistry teacher discovers a magical potion that can transform him into a suave and handsome Romeo. The Jekyll and Hyde game works well enough until the concoction starts to wear off at the most embarrassing times.",10.046,"[""United States of America""]",1963-06-04,107.0,"[""Français"",""English"",""Italiano""]",18331.0,https://www.themoviedb.org/movie/18331/,6.6,283.0,1963.0
5fc877646758f69634b39fda,"[""Drama"",""Action"",""Thriller"",""Crime""]",film-poster/3/8/5/5/1/38551-sin-nombre-0-230-0-345-crop,tt1127715,http://www.imdb.com/title/tt1127715/maindetails,sin-nombre,Sin Nombre,es,"Sayra, a Honduran teen, hungers for a better life. Her chance for one comes when she is reunited with her long-estranged father, who intends to emigrate to Mexico and then enter the United States. Sayra's life collides with a pair of Mexican gangmembers who have boarded the same American-bound train.",21.885,"[""Mexico""]",2009-03-20,96.0,"[""Español""]",21191.0,https://www.themoviedb.org/movie/21191/,7.6,454.0,2009.0
5fc877646758f69634b39ff9,"[""Music"",""Drama"",""Romance""]",film-poster/4/6/3/8/5/46385-yentl-0-230-0-345-crop,tt0086619,http://www.imdb.com/title/tt0086619/maindetails,yentl,Yentl,en,"Rebbe Mendel is a single father who teaches the Talmud, a sacred text of Judaism, to the boys of his small Polish town. Behind closed doors, he also instructs his daughter, Yentl, despite the fact that girls are forbidden to study religious scripture. When Yentl's father dies, she still has a strong desire to learn about her faith -- so she disguises herself as a male, enrolls in a religious school, and unexpectedly finds love along the way.",9.673,"[""United Kingdom"",""United States of America""]",1983-11-18,132.0,"[""English""]",10269.0,https://www.themoviedb.org/movie/10269/,6.6,147.0,1983.0
5fc877746758f69634b3d31c,"[""Horror"",""Mystery"",""Thriller"",""Crime""]",film-poster/1/7/3/2/1/17321-the-town-that-dreaded-sundown-0-230-0-345-crop,tt0075342,http://www.imdb.com/title/tt0075342/maindetails,the-town-that-dreaded-sundown,The Town That Dreaded Sundown,en,"A Texas Ranger hunts for a hooded serial killer terrorizing the residents of a small town, set in 1946 Arkansas. Loosely based on a true story.",6.238,"[""United States of America""]",1976-09-26,86.0,"[""English""]",48197.0,https://www.themoviedb.org/movie/48197/,5.8,116.0,1976.0
